表訂時間,往來地點中文,航空公司,航班狀態,實際時間
2025/5/1 5:30,紐約,中華航空,已到Arrived,2025/5/1 5:46
2025/5/1 5:30,溫哥華,中華航空,已到Arrived,2025/5/1 5:11
2025/5/1 5:30,墨爾本,中華航空,已到Arrived,2025/5/1 5:14
2025/5/1 5:40,雪梨,中華航空,已到Arrived,2025/5/1 5:25
2025/5/1 5:40,洛杉磯,星宇航空,已到Arrived,2025/5/1 5:16
2025/5/1 5:45,洛杉磯,長榮航空,已到Arrived,2025/5/1 5:18
2025/5/1 5:45,新加坡,酷航,已到Arrived,2025/5/1 6:09
2025/5/1 5:50,舊金山,中華航空,已到Arrived,2025/5/1 5:32
2025/5/1 5:50,羅馬,中華航空,已到Arrived,2025/5/1 5:02
2025/5/1 5:50,米蘭,長榮航空,已到Arrived,2025/5/1 5:56
2025/5/1 6:00,阿姆斯特丹,中華航空,已到Arrived,2025/5/1 6:42
2025/5/1 6:10,法蘭克福,中華航空,已到Arrived,2025/5/1 5:39
2025/5/1 6:15,胡志明市,長榮航空,已到Arrived,2025/5/1 5:53
2025/5/1 6:20,曼谷,長榮航空,已到Arrived,2025/5/1 5:57
2025/5/1 6:30,休士頓,長榮航空,已到Arrived,2025/5/1 6:37
2025/5/1 6:40,巴黎,長榮航空,已到Arrived,2025/5/1 6:23
2025/5/1 6:45,曼谷,泰越捷,已到Arrived,2025/5/1 6:29
2025/5/1 6:55,新加坡,中華航空,已到Arrived,2025/5/1 6:40
2025/5/1 7:25,曼谷,中華航空,已到Arrived,2025/5/1 7:49
2025/5/1 7:55,曼谷/廊曼,泰國獅子航空,已到Arrived,2025/5/1 8:48
2025/5/1 8:00,羽田,臺灣虎航,已到Arrived,2025/5/1 7:54
2025/5/1 8:05,馬尼拉,長榮航空,已到Arrived,2025/5/1 8:09
2025/5/1 8:35,羽田,樂桃航空,已到Arrived,2025/5/1 8:44
2025/5/1 8:45,馬尼拉,菲律賓航空,已到Arrived,2025/5/1 8:47
2025/5/1 8:45,琉球(沖繩),樂桃航空,已到Arrived,2025/5/1 9:08
2025/5/1 8:55,澳門,澳門航空,已到Arrived,2025/5/1 8:43
2025/5/1 9:15,亞庇,亞洲航空,已到Arrived,2025/5/1 9:11
2025/5/1 9:15,馬尼拉,宿霧太平洋航空,已到Arrived,2025/5/1 10:34
2025/5/1 9:25,仁川,真航空,已到Arrived,2025/5/1 10:47
2025/5/1 9:50,香港,大灣區航空,已到Arrived,2025/5/1 9:25
2025/5/1 9:55,香港,國泰航空,已到Arrived,2025/5/1 10:05
2025/5/1 9:55,大阪/關西,樂桃航空,已到Arrived,2025/5/1 9:50
2025/5/1 10:00,香港,中華航空,已到Arrived,2025/5/1 9:37
2025/5/1 10:00,廣州,海南航空,已到Arrived,2025/5/1 10:00
2025/5/1 10:00,馬尼拉,菲律賓亞洲航空,已到Arrived,2025/5/1 9:47
2025/5/1 10:05,香港,國泰航空,已到Arrived,2025/5/1 10:27
2025/5/1 10:10,廈門,廈門航空,已到Arrived,2025/5/1 9:28
2025/5/1 10:15,上海/浦東,春秋航空,已到Arrived,2025/5/1 11:29
2025/5/1 10:20,寧波,中國東方航空,已到Arrived,2025/5/1 10:08
2025/5/1 10:25,福州,廈門航空,已到Arrived,2025/5/1 9:58
2025/5/1 10:30,釜山,大韓航空,已到Arrived,2025/5/1 10:12
2025/5/1 10:35,香港,國泰航空,已到Arrived,2025/5/1 10:31
2025/5/1 10:40,琉球(沖繩),臺灣虎航,已到Arrived,2025/5/1 10:41
2025/5/1 10:50,鄭州,中國南方航空,已到Arrived,2025/5/1 10:31
2025/5/1 10:50,仁川,濟州航空,已到Arrived,2025/5/1 10:51
2025/5/1 10:55,琉球(沖繩),長榮航空,已到Arrived,2025/5/1 10:55
2025/5/1 11:00,香港,國泰航空,已到Arrived,2025/5/1 10:47
2025/5/1 11:00,上海/浦東,吉祥航空,已到Arrived,2025/5/1 10:15
2025/5/1 11:10,曼谷/廊曼,泰國獅子航空,已到Arrived,2025/5/1 11:03
2025/5/1 11:15,深圳,中國南方航空,已到Arrived,2025/5/1 10:50
2025/5/1 11:15,香港,香港航空,已到Arrived,2025/5/1 10:59
2025/5/1 11:20,杭州,中國國際航空,已到Arrived,2025/5/1 11:28
2025/5/1 11:30,北京,中國國際航空,已到Arrived,2025/5/1 11:09
2025/5/1 11:30,東京,日本航空,已到Arrived,2025/5/1 11:25
2025/5/1 11:35,濟州,臺灣虎航,已到Arrived,2025/5/1 11:39
2025/5/1 11:45,新加坡,酷航,已到Arrived,2025/5/1 11:20
2025/5/1 11:50,香港,國泰航空,已到Arrived,2025/5/1 11:41
2025/5/1 11:50,仁川,韓亞航空,已到Arrived,2025/5/1 12:38
2025/5/1 11:55,香港,長榮航空,已到Arrived,2025/5/1 11:54
2025/5/1 11:55,福岡,臺灣虎航,已到Arrived,2025/5/1 12:18
2025/5/1 11:55,克拉克,星宇航空,已到Arrived,2025/5/1 11:58
2025/5/1 12:00,名古屋,中華航空,已到Arrived,2025/5/1 12:02
2025/5/1 12:00,長灘島,菲律賓皇家航空,已到Arrived,2025/5/1 12:14
2025/5/1 12:05,東京,中華航空,已到Arrived,2025/5/1 12:28
2025/5/1 12:05,香港,中華航空,已到Arrived,2025/5/1 12:09
2025/5/1 12:10,仁川,大韓航空,已到Arrived,2025/5/1 13:08
2025/5/1 12:10,香港,國泰航空,已到Arrived,2025/5/1 11:52
2025/5/1 12:10,東京,捷星日本航空,已到Arrived,2025/5/1 12:08
2025/5/1 12:20,曼谷/廊曼,泰國亞洲航空,已到Arrived,2025/5/1 12:19
2025/5/1 12:20,清州,可依航空,已到Arrived,2025/5/1 12:17
2025/5/1 12:25,琉球(沖繩),中華航空,已到Arrived,2025/5/1 12:30
2025/5/1 12:30,福岡,中華航空,已到Arrived,2025/5/1 12:33
2025/5/1 12:35,釜山,釜山航空,已到Arrived,2025/5/1 12:12
2025/5/1 12:45,名古屋,日本航空,已到Arrived,2025/5/1 12:49
2025/5/1 12:45,香港,香港快運航空,已到Arrived,2025/5/1 12:35
2025/5/1 12:45,神戶,星宇航空,已到Arrived,2025/5/1 13:29
2025/5/1 12:50,馬尼拉,中華航空,已到Arrived,2025/5/1 14:13
2025/5/1 12:50,釜山,濟州航空,已到Arrived,2025/5/1 12:21
2025/5/1 12:50,澳門,星宇航空,已到Arrived,2025/5/1 12:47
2025/5/1 12:55,香港,中華航空,已到Arrived,2025/5/1 13:31
2025/5/1 13:00,香港,長榮航空,已到Arrived,2025/5/1 13:12
2025/5/1 13:00,富國島,越捷航空,已到Arrived,2025/5/1 13:08
2025/5/1 13:05,曼谷,泰國國際航空,已到Arrived,2025/5/1 13:05
2025/5/1 13:05,大阪/關西,長榮航空,已到Arrived,2025/5/1 13:21
2025/5/1 13:05,佐賀,臺灣虎航,已到Arrived,2025/5/1 12:48
2025/5/1 13:10,廣島,中華航空,已到Arrived,2025/5/1 13:14
2025/5/1 13:10,新加坡,新加坡航空,已到Arrived,2025/5/1 12:50
2025/5/1 13:10,曼谷,泰越捷,已到Arrived,2025/5/1 13:38
2025/5/1 13:15,松山,長榮航空,已到Arrived,2025/5/1 14:39
2025/5/1 13:15,熊本,星宇航空,已到Arrived,2025/5/1 13:20
2025/5/1 13:20,大阪/關西,臺灣虎航,已到Arrived,2025/5/1 13:40
2025/5/1 13:25,釜山,中華航空,已到Arrived,2025/5/1 13:59
2025/5/1 13:25,上海/浦東,中國國際航空,已到Arrived,2025/5/1 13:48
2025/5/1 13:25,濟州,德威航空,已到Arrived,2025/5/1 13:36
2025/5/1 13:30,鹿兒島,中華航空,已到Arrived,2025/5/1 13:31
2025/5/1 13:30,廈門,華信,已到Arrived,2025/5/1 13:28
2025/5/1 13:30,廣州,中國南方航空,已到Arrived,2025/5/1 12:53
2025/5/1 13:30,香港,星宇航空,已到Arrived,2025/5/1 12:58
2025/5/1 13:35,仁川,長榮航空,已到Arrived,2025/5/1 14:14
2025/5/1 13:40,峴港,中華航空,已到Arrived,2025/5/1 13:51
2025/5/1 13:40,琉球(沖繩),樂桃航空,已到Arrived,2025/5/1 14:56
2025/5/1 13:40,宿霧,星宇航空,已到Arrived,2025/5/1 13:52
2025/5/1 13:45,福岡,長榮航空,已到Arrived,2025/5/1 14:06
2025/5/1 13:50,汶萊,汶萊皇家航空,已到Arrived,2025/5/1 13:43
2025/5/1 13:55,小松,長榮航空,已到Arrived,2025/5/1 13:58
2025/5/1 14:00,克拉克,長榮航空,已到Arrived,2025/5/1 14:13
2025/5/1 14:05,上海/浦東,中華航空,已到Arrived,2025/5/1 14:39
2025/5/1 14:10,仁川,中華航空,已到Arrived,2025/5/1 15:15
2025/5/1 14:10,吉隆坡,馬來西亞國際航空,已到Arrived,2025/5/1 14:08
2025/5/1 14:25,上海/浦東,中國東方航空,已到Arrived,2025/5/1 14:25
2025/5/1 14:25,吉隆坡,全亞洲航空,已到Arrived,2025/5/1 14:57
2025/5/1 14:25,香港,香港快運航空,已到Arrived,2025/5/1 14:31
2025/5/1 14:30,名古屋,中華航空,已到Arrived,2025/5/1 14:45
2025/5/1 14:30,新加坡,酷航,已到Arrived,2025/5/1 14:15
2025/5/1 14:30,大阪/關西,泰越捷,已到Arrived,2025/5/1 14:37
2025/5/1 14:40,東京,臺灣虎航,已到Arrived,2025/5/1 14:40
2025/5/1 14:55,宿霧,中華航空,已到Arrived,2025/5/1 14:50
2025/5/1 14:55,仁川,中華航空,已到Arrived,2025/5/1 15:20
2025/5/1 14:55,馬尼拉,長榮航空,已到Arrived,2025/5/1 15:03
2025/5/1 15:00,阿姆斯特丹,荷蘭皇家航空,已到Arrived,2025/5/1 14:55
2025/5/1 15:00,澳門,長榮航空,已到Arrived,2025/5/1 15:14
2025/5/1 15:05,大阪/關西,長榮航空,已到Arrived,2025/5/1 15:39
2025/5/1 15:05,上海/浦東,長榮航空,已到Arrived,2025/5/1 15:49
2025/5/1 15:05,香港,香港航空,已到Arrived,2025/5/1 15:05
2025/5/1 15:10,大阪/關西,中華航空,已到Arrived,2025/5/1 15:07
2025/5/1 15:10,香港,國泰航空,已到Arrived,2025/5/1 15:46
2025/5/1 15:10,宿霧,長榮航空,已到Arrived,2025/5/1 15:02
2025/5/1 15:15,河內,中華航空,已到Arrived,2025/5/1 15:12
2025/5/1 15:20,胡志明市,中華航空,已到Arrived,2025/5/1 15:00
2025/5/1 15:20,香港,長榮航空,已到Arrived,2025/5/1 15:22
2025/5/1 15:20,札幌,臺灣虎航,已到Arrived,2025/5/1 15:27
2025/5/1 15:20,大阪/關西,星宇航空,已到Arrived,2025/5/1 15:23
2025/5/1 15:30,香港,國泰航空,已到Arrived,2025/5/1 15:09
2025/5/1 15:30,東京,酷航,已到Arrived,2025/5/1 15:29
2025/5/1 15:35,釜山,釜山航空,已到Arrived,2025/5/1 15:39
2025/5/1 15:40,曼谷,中華航空,已到Arrived,2025/5/1 15:48
2025/5/1 15:45,函館,臺灣虎航,已到Arrived,2025/5/1 16:08
2025/5/1 15:45,福岡,星宇航空,已到Arrived,2025/5/1 15:37
2025/5/1 15:50,仁川,韓亞航空,已到Arrived,2025/5/1 16:39
2025/5/1 15:55,大阪/關西,中華航空,已到Arrived,2025/5/1 16:19
2025/5/1 15:55,香港,中華航空,已到Arrived,2025/5/1 15:35
2025/5/1 15:55,河內,長榮航空,已到Arrived,2025/5/1 15:52
2025/5/1 16:00,胡志明市,星宇航空,已到Arrived,2025/5/1 15:54
2025/5/1 16:05,維也納(曼谷),長榮航空,已到Arrived,2025/5/1 16:07
2025/5/1 16:05,東京,長榮航空,已到Arrived,2025/5/1 16:20
2025/5/1 16:10,仰光,中華航空,已到Arrived,2025/5/1 16:14
2025/5/1 16:10,杜拜(DXB),阿聯酋航空,已到Arrived,2025/5/1 15:36
2025/5/1 16:20,札幌,長榮航空,已到Arrived,2025/5/1 16:23
2025/5/1 16:20,名古屋,泰國獅子航空,已到Arrived,2025/5/1 16:52
2025/5/1 16:25,琉球(沖繩),星宇航空,已到Arrived,2025/5/1 16:26
2025/5/1 16:30,深圳,深圳航空,已到Arrived,2025/5/1 16:27
2025/5/1 16:30,秋田,臺灣虎航,已到Arrived,2025/5/1 16:55
2025/5/1 16:35,清邁,長榮航空,已到Arrived,2025/5/1 15:49
2025/5/1 16:35,上海/浦東,中國南方航空,已到Arrived,2025/5/1 16:27
2025/5/1 16:40,新加坡,新加坡航空,已到Arrived,2025/5/1 16:12
2025/5/1 16:40,新加坡,酷航,已到Arrived,2025/5/1 16:39
2025/5/1 16:45,峴港,長榮航空,已到Arrived,2025/5/1 16:35
2025/5/1 16:45,香港,香港快運航空,已到Arrived,2025/5/1 16:30
2025/5/1 16:50,南京,中國東方航空,已到Arrived,2025/5/1 16:30
2025/5/1 16:50,東京,星宇航空,已到Arrived,2025/5/1 17:04
2025/5/1 16:55,洛杉磯,長榮航空,已到Arrived,2025/5/1 16:53
2025/5/1 16:55,成都/天府,中國國際航空,已到Arrived,2025/5/1 16:42
2025/5/1 17:05,東京,長榮航空,已到Arrived,2025/5/1 17:33
2025/5/1 17:05,北京,長榮航空,已到Arrived,2025/5/1 17:17
2025/5/1 17:05,奧克蘭,紐西蘭航空,已到Arrived,2025/5/1 17:04
2025/5/1 17:05,大阪/關西,捷星日本航空,已到Arrived,2025/5/1 17:34
2025/5/1 17:05,大阪/關西,星宇航空,已到Arrived,2025/5/1 17:19
2025/5/1 17:10,金邊,長榮航空,已到Arrived,2025/5/1 17:12
2025/5/1 17:10,北京,中國國際航空,已到Arrived,2025/5/1 16:55
2025/5/1 17:15,曼谷,長榮航空,已到Arrived,2025/5/1 17:21
2025/5/1 17:15,胡志明市,長榮航空,已到Arrived,2025/5/1 17:23
2025/5/1 17:15,香港,長榮航空,已到Arrived,2025/5/1 17:19
2025/5/1 17:20,東京,中華航空,已到Arrived,2025/5/1 17:27
2025/5/1 17:20,琉球(沖繩),樂桃航空,已到Arrived,2025/5/1 17:25
2025/5/1 17:30,舊金山,長榮航空,已到Arrived,2025/5/1 17:13
2025/5/1 17:30,武漢,中國東方航空,已到Arrived,2025/5/1 17:14
2025/5/1 17:30,琉球(沖繩),泰國亞洲航空,已到Arrived,2025/5/1 17:25
2025/5/1 17:35,倫敦,中華航空,已到Arrived,2025/5/1 17:27
2025/5/1 17:40,香港,國泰航空,已到Arrived,2025/5/1 17:36
2025/5/1 17:40,上海/浦東,中國東方航空,已到Arrived,2025/5/1 17:51
2025/5/1 17:40,岡山,臺灣虎航,已到Arrived,2025/5/1 18:50
2025/5/1 17:45,新加坡,長榮航空,已到Arrived,2025/5/1 18:29
2025/5/1 17:50,仁川,大韓航空,已到Arrived,2025/5/1 19:01
2025/5/1 17:50,大阪/關西,樂桃航空,已到Arrived,2025/5/1 18:19
2025/5/1 17:55,伊斯坦堡,土耳其航空,已到Arrived,2025/5/1 18:11
2025/5/1 18:00,清邁,泰國亞洲航空,已到Arrived,2025/5/1 17:42
2025/5/1 18:00,胡志明市,越捷航空,已到Arrived,2025/5/1 18:02
2025/5/1 18:00,河內,越捷航空,已到Arrived,2025/5/1 18:08
2025/5/1 18:00,曼谷,星宇航空,已到Arrived,2025/5/1 17:53
2025/5/1 18:10,曼谷,中華航空,已到Arrived,2025/5/1 18:10
2025/5/1 18:15,札幌,中華航空,已到Arrived,2025/5/1 18:04
2025/5/1 18:15,大阪/關西,國泰航空,已到Arrived,2025/5/1 18:46
2025/5/1 18:25,東京,國泰航空,已到Arrived,2025/5/1 18:53
2025/5/1 18:35,帛琉,中華航空,已到Arrived,2025/5/1 18:38
2025/5/1 18:35,新加坡,中華航空,已到Arrived,2025/5/1 18:24
2025/5/1 18:45,舊金山,聯合航空,已到Arrived,2025/5/1 17:57
2025/5/1 18:45,仁川,真航空,已到Arrived,2025/5/1 19:41
2025/5/1 18:45,琉球(沖繩),泰越捷,已到Arrived,2025/5/1 18:34
2025/5/1 18:50,名古屋,國泰航空,已到Arrived,2025/5/1 19:13
2025/5/1 18:50,新加坡,星宇航空,已到Arrived,2025/5/1 18:49
2025/5/1 18:55,仙台,長榮航空,已到Arrived,2025/5/1 18:55
2025/5/1 19:00,香港,長榮航空,已到Arrived,2025/5/1 18:42
2025/5/1 19:00,東京,星宇航空,已到Arrived,2025/5/1 20:03
2025/5/1 19:05,馬尼拉,中華航空,已到Arrived,2025/5/1 19:34
2025/5/1 19:10,小松,臺灣虎航,已到Arrived,2025/5/1 20:10
2025/5/1 19:15,札幌,長榮航空,已到Arrived,2025/5/1 19:39
2025/5/1 19:15,澳門,澳門航空,已到Arrived,2025/5/1 19:18
2025/5/1 19:15,香港,香港航空,已到Arrived,2025/5/1 19:08
2025/5/1 19:25,香港,中華航空,已到Arrived,2025/5/1 20:41
2025/5/1 19:35,吉隆坡,中華航空,已到Arrived,2025/5/1 19:45
2025/5/1 19:35,札幌,星宇航空,已到Arrived,2025/5/1 19:42
2025/5/1 19:40,廣州,中華航空,已到Arrived,2025/5/1 19:25
2025/5/1 19:40,東京,樂桃航空,已到Arrived,2025/5/1 20:13
2025/5/1 19:50,新加坡,長榮航空,已到Arrived,2025/5/1 19:51
2025/5/1 19:50,岡山,臺灣虎航,已到Arrived,2025/5/1 20:05
2025/5/1 19:55,熊本,中華航空,已到Arrived,2025/5/1 20:29
2025/5/1 19:55,檳城,中華航空,已到Arrived,2025/5/1 20:06
2025/5/1 19:55,西雅圖,達美航空,已到Arrived,2025/5/1 19:22
2025/5/1 20:00,深圳,中華航空,已到Arrived,2025/5/1 19:48
2025/5/1 20:00,曼谷,長榮航空,已到Arrived,2025/5/1 19:37
2025/5/1 20:05,香港,國泰航空,已到Arrived,2025/5/1 20:09
2025/5/1 20:10,胡志明市,長榮航空,已到Arrived,2025/5/1 20:06
2025/5/1 20:10,曼谷,泰越捷,已到Arrived,2025/5/1 19:55
2025/5/1 20:10,仙台,星宇航空,已到Arrived,2025/5/1 19:59
2025/5/1 20:20,東京,泰國獅子航空,已到Arrived,2025/5/1 20:16
2025/5/1 20:20,香港,大灣區航空,已到Arrived,2025/5/1 20:37
2025/5/1 20:25,吉隆坡,長榮航空,已到Arrived,2025/5/1 20:22
2025/5/1 20:30,大阪/關西,長榮航空,已到Arrived,2025/5/1 20:45
2025/5/1 20:30,琉球(沖繩),長榮航空,已到Arrived,2025/5/1 20:30
2025/5/1 20:30,香港,香港快運航空,已到Arrived,2025/5/1 20:26
2025/5/1 20:35,東京,中華航空,已到Arrived,2025/5/1 21:15
2025/5/1 20:35,福岡,中華航空,已到Arrived,2025/5/1 20:35
2025/5/1 20:45,福岡,長榮航空,已到Arrived,2025/5/1 20:53
2025/5/1 20:45,東京,日本航空,已到Arrived,2025/5/1 21:27
2025/5/1 20:45,香港,香港航空,已到Arrived,2025/5/1 21:07
2025/5/1 20:50,馬尼拉,菲律賓航空,已到Arrived,2025/5/1 20:34
2025/5/1 20:55,高松,中華航空,已到Arrived,2025/5/1 21:11
2025/5/1 20:55,雅加達,長榮航空,已到Arrived,2025/5/1 20:46
2025/5/1 21:00,大阪/關西,中華航空,已到Arrived,2025/5/1 21:55
2025/5/1 21:05,峇里島,中華航空,已到Arrived,2025/5/1 21:18
2025/5/1 21:05,胡志明市,越南航空,已到Arrived,2025/5/1 21:43
2025/5/1 21:10,雅加達,中華航空,已到Arrived,2025/5/1 21:05
2025/5/1 21:10,河內,越南航空,已到Arrived,2025/5/1 20:55
2025/5/1 21:20,香港,國泰航空,已到Arrived,2025/5/1 21:20
2025/5/1 21:25,釜山,中華航空,已到Arrived,2025/5/1 21:14
2025/5/1 21:25,仁川,長榮航空,已到Arrived,2025/5/1 21:40
2025/5/1 21:25,馬尼拉,長榮航空,已到Arrived,2025/5/1 21:23
2025/5/1 21:30,洛杉磯,中華航空,已到Arrived,2025/5/1 22:03
2025/5/1 21:30,琉球(沖繩),中華航空,已到Arrived,2025/5/1 21:25
2025/5/1 21:30,倫敦(曼谷),長榮航空,已到Arrived,2025/5/1 21:31
2025/5/1 21:30,香港,長榮航空,已到Arrived,2025/5/1 21:45
2025/5/1 21:35,深圳,立榮航空,已到Arrived,2025/5/1 21:35
2025/5/1 21:40,河內,中華航空,已到Arrived,2025/5/1 21:29
2025/5/1 21:40,河內,星宇航空,已到Arrived,2025/5/1 21:34
2025/5/1 21:45,金邊,中華航空,已到Arrived,2025/5/1 21:59
2025/5/1 21:45,大阪/關西,臺灣虎航,已到Arrived,2025/5/1 22:33
2025/5/1 21:50,上海/浦東,中華航空,已到Arrived,2025/5/1 21:33
2025/5/1 21:55,河內,長榮航空,已到Arrived,2025/5/1 21:38
2025/5/1 21:55,仙台,臺灣虎航,已到Arrived,2025/5/1 22:30
2025/5/1 21:55,香港,星宇航空,已到Arrived,2025/5/1 22:38
2025/5/1 21:55,名古屋,星宇航空,已到Arrived,2025/5/1 22:13
2025/5/1 22:00,峇里島,長榮航空,已到Arrived,2025/5/1 22:01
2025/5/1 22:00,上海/浦東,長榮航空,已到Arrived,2025/5/1 21:57
2025/5/1 22:05,香港,中華航空,已到Arrived,2025/5/1 22:35
2025/5/1 22:05,澳門,長榮航空,已到Arrived,2025/5/1 21:52
2025/5/1 22:05,吉隆坡,星宇航空,已到Arrived,2025/5/1 22:10
2025/5/1 22:10,胡志明市,中華航空,已到Arrived,2025/5/1 21:59
2025/5/1 22:10,曼谷,泰國國際航空,已到Arrived,2025/5/1 22:47
2025/5/1 22:10,琉球(沖繩),臺灣虎航,已到Arrived,2025/5/1 22:09
2025/5/1 22:10,清邁,星宇航空,已到Arrived,2025/5/1 21:48
2025/5/1 22:20,仁川,中華航空,已到Arrived,2025/5/1 22:57
2025/5/1 22:20,曼谷,中華航空,已到Arrived,2025/5/1 22:55
2025/5/1 22:25,福岡,中華航空,已到Arrived,2025/5/1 22:44
2025/5/1 22:25,釜山,臺灣虎航,已到Arrived,2025/5/1 22:35
2025/5/1 22:30,馬尼拉,荷蘭皇家航空,已到Arrived,2025/5/1 22:11
2025/5/1 22:30,札幌,酷航,已到Arrived,2025/5/1 22:42
2025/5/1 22:35,峴港,星宇航空,已到Arrived,2025/5/1 22:24
2025/5/1 22:40,澳門,星宇航空,已到Arrived,2025/5/1 22:26
2025/5/1 22:40,曼谷,星宇航空,已到Arrived,2025/5/1 23:57
2025/5/1 22:45,東京,中華航空,已到Arrived,2025/5/1 23:12
2025/5/1 22:50,茨城,臺灣虎航,已到Arrived,2025/5/1 23:04
2025/5/1 22:55,香港,長榮航空,已到Arrived,2025/5/1 23:49
2025/5/1 22:55,胡志明市,星宇航空,已到Arrived,2025/5/1 22:54
2025/5/1 23:00,大阪/關西,全亞洲航空,已到Arrived,2025/5/1 23:15
2025/5/1 23:10,香港,中華航空,已到Arrived,2025/5/1 23:09
2025/5/1 23:15,峴港,臺灣虎航,已到Arrived,2025/5/1 23:05
2025/5/1 23:20,東京,長榮航空,已到Arrived,2025/5/1 23:18
2025/5/1 23:20,東京,星宇航空,已到Arrived,2025/5/1 23:48
2025/5/1 23:30,香港,長榮航空,已到Arrived,2025/5/1 23:40
2025/5/1 23:30,東京,臺灣虎航,已到Arrived,2025/5/1 23:51
2025/5/1 23:30,釜山,濟州航空,已到Arrived,2025/5/1 23:32
2025/5/1 23:35,北京,中華航空,已到Arrived,2025/5/1 23:42
2025/5/1 23:50,濟州,易斯達航空,已到Arrived,2025/5/1 23:27
2025/5/2 0:05,仁川,酷航,已到Arrived,2025/5/2 0:13
2025/5/2 0:05,大邱,真航空,已到Arrived,2025/5/2 0:21
2025/5/2 0:10,釜山,真航空,已到Arrived,2025/5/1 23:23
2025/5/2 0:15,大邱,德威航空,已到Arrived,2025/5/1 23:46
2025/5/2 0:20,東京,酷航,已到Arrived,2025/5/1 23:49
2025/5/2 0:20,釜山,易斯達航空,已到Arrived,2025/5/1 23:31
2025/5/2 0:35,香港,國泰航空,已到Arrived,2025/5/2 0:51
2025/5/2 0:55,名古屋,樂桃航空,已到Arrived,2025/5/2 1:04
2025/5/2 1:00,馬尼拉,宿霧太平洋航空,已到Arrived,2025/5/2 0:55
2025/5/2 1:00,東京,樂桃航空,已到Arrived,2025/5/2 1:34
2025/5/2 1:10,清州,易斯達航空,已到Arrived,2025/5/2 3:10
2025/5/2 1:30,馬尼拉,菲律賓亞洲航空,已到Arrived,2025/5/2 1:00
2025/5/2 1:30,大阪/關西,捷星日本航空,已到Arrived,2025/5/2 1:35
2025/5/2 1:30,富國島,星宇航空,已到Arrived,2025/5/2 2:19
2025/5/2 1:40,東京,捷星日本航空,已到Arrived,2025/5/2 1:37
2025/5/2 2:15,仁川,臺灣虎航,已到Arrived,2025/5/2 1:32
2025/5/2 4:05,舊金山,聯合航空,已到Arrived,2025/5/2 3:56
2025/5/2 4:45,胡志明市,越捷航空,已到Arrived,2025/5/2 5:19
2025/5/2 4:55,西雅圖,星宇航空,已到Arrived,2025/5/2 4:22
2025/5/2 5:00,洛杉磯,中華航空,已到Arrived,2025/5/2 4:47
2025/5/2 5:05,安大略,中華航空,已到Arrived,2025/5/2 4:43
2025/5/2 5:05,芝加哥,長榮航空,已到Arrived,2025/5/2 4:50
2025/5/2 5:10,西雅圖,長榮航空,已到Arrived,2025/5/2 4:29
2025/5/2 5:15,洛杉磯,長榮航空,已到Arrived,2025/5/2 4:25
2025/5/2 5:15,舊金山,長榮航空,已到Arrived,2025/5/2 4:49
2025/5/2 5:15,紐約,長榮航空,已到Arrived,2025/5/2 6:05
2025/5/2 5:20,舊金山,長榮航空,已到Arrived,2025/5/2 4:18
2025/5/2 5:20,布里斯本,長榮航空,已到Arrived,2025/5/2 4:29
2025/5/2 5:25,溫哥華,長榮航空,已到Arrived,2025/5/2 4:57
2025/5/2 5:25,舊金山,星宇航空,已到Arrived,2025/5/2 4:41
2025/5/2 5:30,溫哥華,中華航空,已到Arrived,2025/5/2 5:08
2025/5/2 5:30,維也納,中華航空,已到Arrived,2025/5/2 5:11
2025/5/2 5:40,雪梨,中華航空,已到Arrived,2025/5/2 5:31
2025/5/2 5:40,多倫多,長榮航空,已到Arrived,2025/5/2 5:36
2025/5/2 5:40,洛杉磯,星宇航空,已到Arrived,2025/5/2 5:07
2025/5/2 5:45,奧克蘭(布里斯本),中華航空,已到Arrived,2025/5/2 5:16
2025/5/2 5:45,新加坡,酷航,已到Arrived,2025/5/2 5:22
2025/5/2 5:50,舊金山,中華航空,已到Arrived,2025/5/2 5:09
2025/5/2 5:50,洛杉磯,長榮航空,已到Arrived,2025/5/2 4:53
2025/5/2 6:10,法蘭克福,中華航空,已到Arrived,2025/5/2 5:49
2025/5/2 6:15,馬尼拉,中華航空,已到Arrived,2025/5/2 5:46
2025/5/2 6:15,胡志明市,長榮航空,已到Arrived,2025/5/2 6:11
2025/5/2 6:20,曼谷,長榮航空,已到Arrived,2025/5/2 6:19
2025/5/2 6:30,休士頓,長榮航空,已到Arrived,2025/5/2 5:51
2025/5/2 6:30,維也納,長榮航空,已到Arrived,2025/5/2 6:38
2025/5/2 6:35,慕尼黑,長榮航空,已到Arrived,2025/5/2 6:02
2025/5/2 6:40,巴黎,長榮航空,已到Arrived,2025/5/2 6:39
2025/5/2 6:55,新加坡,中華航空,已到Arrived,2025/5/2 6:31
2025/5/2 7:10,曼谷,泰越捷,已到Arrived,2025/5/2 6:22
2025/5/2 7:25,曼谷,中華航空,已到Arrived,2025/5/2 10:01
2025/5/2 7:55,伊斯坦堡,土耳其航空,已到Arrived,2025/5/2 8:22
2025/5/2 7:55,曼谷/廊曼,泰國獅子航空,已到Arrived,2025/5/2 7:34
2025/5/2 8:00,羽田,臺灣虎航,已到Arrived,2025/5/2 7:39
2025/5/2 8:05,雅加達,中華航空,已到Arrived,2025/5/2 7:49
