表訂時間,往來地點中文,航空公司,航班狀態,實際時間
2025/5/6 11:50,仁川,韓亞航空,已到Arrived,2025/5/6 11:58
2025/5/6 11:55,香港,長榮航空,已到Arrived,2025/5/6 11:47
2025/5/6 12:00,名古屋,中華航空,已到Arrived,2025/5/6 11:53
2025/5/6 12:00,長灘島,菲律賓皇家航空,已到Arrived,2025/5/6 12:20
2025/5/6 12:05,香港,中華航空,已到Arrived,2025/5/6 12:01
2025/5/6 12:05,克拉克,星宇航空,已到Arrived,2025/5/6 12:22
2025/5/6 12:10,仁川,大韓航空,已到Arrived,2025/5/6 12:20
2025/5/6 12:10,香港,國泰航空,已到Arrived,2025/5/6 11:44
2025/5/6 12:10,東京,捷星日本航空,已到Arrived,2025/5/6 11:57
2025/5/6 12:15,清州,可依航空,已到Arrived,2025/5/6 12:10
2025/5/6 12:20,曼谷/廊曼,泰國亞洲航空,已到Arrived,2025/5/6 12:08
2025/5/6 12:25,琉球(沖繩),中華航空,已到Arrived,2025/5/6 12:17
2025/5/6 12:25,福岡,臺灣虎航,已到Arrived,2025/5/6 12:13
2025/5/6 12:30,福岡,中華航空,已到Arrived,2025/5/6 12:39
2025/5/6 12:35,釜山,釜山航空,已到Arrived,2025/5/6 12:03
2025/5/6 12:45,名古屋,日本航空,已到Arrived,2025/5/6 13:16
2025/5/6 12:45,香港,香港快運航空,已到Arrived,2025/5/6 12:31
2025/5/6 12:45,曼谷,泰越捷,已到Arrived,2025/5/6 13:28
2025/5/6 12:50,馬尼拉,中華航空,已到Arrived,2025/5/6 12:29
2025/5/6 12:50,澳門,星宇航空,已到Arrived,2025/5/6 12:27
2025/5/6 12:55,香港,中華航空,已到Arrived,2025/5/6 12:42
2025/5/6 12:55,神戶,星宇航空,已到Arrived,2025/5/6 13:19
2025/5/6 13:00,香港,長榮航空,已到Arrived,2025/5/6 12:49
2025/5/6 13:00,富國島,越捷航空,已到Arrived,2025/5/6 12:37
2025/5/6 13:05,曼谷,泰國國際航空,已到Arrived,2025/5/6 12:57
2025/5/6 13:05,大阪/關西,長榮航空,已到Arrived,2025/5/6 13:23
2025/5/6 13:05,佐賀,臺灣虎航,已到Arrived,2025/5/6 13:03
2025/5/6 13:10,廣島,中華航空,已到Arrived,2025/5/6 13:17
2025/5/6 13:10,新加坡,新加坡航空,已到Arrived,2025/5/6 12:33
2025/5/6 13:10,大阪/關西,臺灣虎航,已到Arrived,2025/5/6 13:26
2025/5/6 13:15,熊本,星宇航空,已到Arrived,2025/5/6 13:00
2025/5/6 13:20,香港,星宇航空,已到Arrived,2025/5/6 12:55
2025/5/6 13:25,釜山,中華航空,已到Arrived,2025/5/6 13:14
2025/5/6 13:25,上海/浦東,中國國際航空,已到Arrived,2025/5/6 12:53
2025/5/6 13:25,濟州,德威航空,已到Arrived,2025/5/6 13:06
2025/5/6 13:30,鹿兒島,中華航空,已到Arrived,2025/5/6 13:19
2025/5/6 13:30,廈門,華信,已到Arrived,2025/5/6 13:43
2025/5/6 13:30,廣州,中國南方航空,已到Arrived,2025/5/6 13:02
2025/5/6 13:35,仁川,長榮航空,已到Arrived,2025/5/6 13:40
2025/5/6 13:40,澳門,澳門航空,已到Arrived,2025/5/6 13:21
2025/5/6 13:45,福岡,長榮航空,已到Arrived,2025/5/6 14:08
2025/5/6 13:50,汶萊,汶萊皇家航空,已到Arrived,2025/5/6 13:30
2025/5/6 13:50,琉球(沖繩),樂桃航空,已到Arrived,2025/5/6 14:31
2025/5/6 13:55,小松,長榮航空,已到Arrived,2025/5/6 13:47
2025/5/6 14:00,克拉克,長榮航空,已到Arrived,2025/5/6 14:13
2025/5/6 14:05,上海/浦東,中華航空,已到Arrived,2025/5/6 14:04
2025/5/6 14:10,仁川,中華航空,已到Arrived,2025/5/6 14:23
2025/5/6 14:10,吉隆坡,馬來西亞國際航空,已到Arrived,2025/5/6 16:03
2025/5/6 14:25,上海/浦東,中國東方航空,已到Arrived,2025/5/6 13:59
2025/5/6 14:25,吉隆坡,全亞洲航空,已到Arrived,2025/5/6 14:15
2025/5/6 14:25,香港,香港快運航空,已到Arrived,2025/5/6 13:57
2025/5/6 14:30,名古屋,中華航空,已到Arrived,2025/5/6 14:36
2025/5/6 14:30,新加坡,酷航,已到Arrived,2025/5/6 14:18
2025/5/6 14:30,大阪/關西,泰越捷,已到Arrived,2025/5/6 14:26
2025/5/6 14:40,東京,臺灣虎航,已到Arrived,2025/5/6 14:23
2025/5/6 14:55,宿霧,中華航空,已到Arrived,2025/5/6 14:54
2025/5/6 14:55,仁川,中華航空,已到Arrived,2025/5/6 15:08
2025/5/6 14:55,馬尼拉,長榮航空,已到Arrived,2025/5/6 15:06
2025/5/6 14:55,香港,香港航空,已到Arrived,2025/5/6 14:41
2025/5/6 15:00,阿姆斯特丹,荷蘭皇家航空,已到Arrived,2025/5/6 14:49
2025/5/6 15:00,澳門,長榮航空,已到Arrived,2025/5/6 14:36
2025/5/6 15:00,河內,星宇航空,已到Arrived,2025/5/6 15:02
2025/5/6 15:05,大阪/關西,長榮航空,已到Arrived,2025/5/6 15:23
2025/5/6 15:05,上海/浦東,長榮航空,已到Arrived,2025/5/6 15:12
2025/5/6 15:10,大阪/關西,中華航空,已到Arrived,2025/5/6 15:18
2025/5/6 15:10,香港,國泰航空,已到Arrived,2025/5/6 15:04
2025/5/6 15:10,宿霧,長榮航空,已到Arrived,2025/5/6 15:04
2025/5/6 15:15,河內,中華航空,已到Arrived,2025/5/6 15:28
2025/5/6 15:20,胡志明市,中華航空,已到Arrived,2025/5/6 15:10
2025/5/6 15:20,馬尼拉,菲律賓航空,已到Arrived,2025/5/6 14:55
2025/5/6 15:20,香港,長榮航空,已到Arrived,2025/5/6 15:07
2025/5/6 15:20,札幌,臺灣虎航,已到Arrived,2025/5/6 16:49
2025/5/6 15:20,大阪/關西,星宇航空,已到Arrived,2025/5/6 15:24
2025/5/6 15:30,香港,國泰航空,已到Arrived,2025/5/6 14:46
2025/5/6 15:30,東京,酷航,已到Arrived,2025/5/6 15:26
2025/5/6 15:35,釜山,釜山航空,已到Arrived,2025/5/6 15:43
2025/5/6 15:40,曼谷,中華航空,已到Arrived,2025/5/6 15:24
2025/5/6 15:45,青島,山東航空,已到Arrived,2025/5/6 15:39
2025/5/6 15:45,福岡,星宇航空,已到Arrived,2025/5/6 15:31
2025/5/6 15:50,仁川,韓亞航空,已到Arrived,2025/5/6 16:08
2025/5/6 15:55,大阪/關西,中華航空,已到Arrived,2025/5/6 16:01
2025/5/6 15:55,香港,中華航空,已到Arrived,2025/5/6 15:46
2025/5/6 15:55,河內,長榮航空,已到Arrived,2025/5/6 15:41
2025/5/6 15:55,名古屋,臺灣虎航,已到Arrived,2025/5/6 16:27
2025/5/6 16:00,清邁,中華航空,已到Arrived,2025/5/6 15:37
2025/5/6 16:00,胡志明市,星宇航空,已到Arrived,2025/5/6 16:57
2025/5/6 16:05,東京,長榮航空,已到Arrived,2025/5/6 16:18
2025/5/6 16:10,仰光,中華航空,已到Arrived,2025/5/6 15:50
2025/5/6 16:10,杜拜(DXB),阿聯酋航空,已到Arrived,2025/5/6 15:58
2025/5/6 16:20,札幌,長榮航空,已到Arrived,2025/5/6 16:29
2025/5/6 16:20,名古屋,泰國獅子航空,已到Arrived,2025/5/6 16:14
2025/5/6 16:25,琉球(沖繩),星宇航空,已到Arrived,2025/5/6 16:31
2025/5/6 16:30,深圳,深圳航空,已到Arrived,2025/5/6 21:45
2025/5/6 16:35,清邁,長榮航空,已到Arrived,2025/5/6 15:55
2025/5/6 16:35,上海/浦東,中國南方航空,已到Arrived,2025/5/6 16:42
2025/5/6 16:35,新加坡,酷航,已到Arrived,2025/5/6 16:11
2025/5/6 16:40,新加坡,新加坡航空,已到Arrived,2025/5/6 16:12
2025/5/6 16:45,峴港,長榮航空,已到Arrived,2025/5/6 16:38
2025/5/6 16:45,香港,香港快運航空,已到Arrived,2025/5/6 17:32
2025/5/6 16:50,成都/天府,中華航空,已到Arrived,2025/5/6 16:52
2025/5/6 16:50,南京,中國東方航空,已到Arrived,2025/5/6 16:49
2025/5/6 16:50,東京,星宇航空,已到Arrived,2025/5/6 17:01
2025/5/6 16:55,洛杉磯,長榮航空,已到Arrived,2025/5/6 17:15
2025/5/6 16:55,成都/天府,中國國際航空,已到Arrived,2025/5/6 16:50
2025/5/6 17:05,東京,長榮航空,已到Arrived,2025/5/6 17:22
2025/5/6 17:05,金邊,長榮航空,已到Arrived,2025/5/6 16:56
2025/5/6 17:05,北京,長榮航空,已到Arrived,2025/5/6 17:26
2025/5/6 17:05,奧克蘭,紐西蘭航空,已到Arrived,2025/5/6 16:38
2025/5/6 17:05,大阪/關西,星宇航空,已到Arrived,2025/5/6 17:12
2025/5/6 17:10,北京,中國國際航空,已到Arrived,2025/5/6 17:03
2025/5/6 17:15,曼谷,長榮航空,已到Arrived,2025/5/6 17:00
2025/5/6 17:15,胡志明市,長榮航空,已到Arrived,2025/5/6 17:10
2025/5/6 17:15,香港,長榮航空,已到Arrived,2025/5/6 17:29
2025/5/6 17:15,旭川,臺灣虎航,已到Arrived,2025/5/6 17:46
2025/5/6 17:20,東京,中華航空,已到Arrived,2025/5/6 17:27
2025/5/6 17:20,舊金山,長榮航空,已到Arrived,2025/5/6 17:20
2025/5/6 17:20,琉球(沖繩),樂桃航空,已到Arrived,2025/5/6 17:51
2025/5/6 17:20,大阪/關西,捷星日本航空,已到Arrived,2025/5/6 17:46
2025/5/6 17:30,琉球(沖繩),泰國亞洲航空,已到Arrived,2025/5/6 18:32
2025/5/6 17:40,倫敦,中華航空,已到Arrived,2025/5/6 17:06
2025/5/6 17:40,香港,國泰航空,已到Arrived,2025/5/6 17:35
2025/5/6 17:40,岡山,臺灣虎航,已到Arrived,2025/5/6 17:56
2025/5/6 17:45,新加坡,長榮航空,已到Arrived,2025/5/6 17:48
2025/5/6 17:50,仁川,大韓航空,已到Arrived,2025/5/6 17:41
2025/5/6 17:50,大阪/關西,樂桃航空,已到Arrived,2025/5/6 17:59
2025/5/6 17:55,伊斯坦堡,土耳其航空,已到Arrived,2025/5/6 17:54
2025/5/6 18:00,清邁,泰國亞洲航空,已到Arrived,2025/5/6 17:39
2025/5/6 18:00,胡志明市,越捷航空,已到Arrived,2025/5/6 19:12
2025/5/6 18:00,河內,越捷航空,已到Arrived,2025/5/6 18:03
2025/5/6 18:00,曼谷,星宇航空,已到Arrived,2025/5/6 17:45
2025/5/6 18:10,曼谷,中華航空,已到Arrived,2025/5/6 18:10
2025/5/6 18:15,札幌,中華航空,已到Arrived,2025/5/6 18:12
2025/5/6 18:15,大阪/關西,國泰航空,已到Arrived,2025/5/6 18:17
2025/5/6 18:20,重慶,中國國際航空,已到Arrived,2025/5/6 17:24
2025/5/6 18:25,東京,國泰航空,已到Arrived,2025/5/6 18:25
2025/5/6 18:35,新加坡,中華航空,已到Arrived,2025/5/6 18:28
2025/5/6 18:45,舊金山,聯合航空,已到Arrived,2025/5/6 18:48
2025/5/6 18:45,仁川,真航空,已到Arrived,2025/5/6 19:05
2025/5/6 18:45,琉球(沖繩),泰越捷,已到Arrived,2025/5/6 18:22
2025/5/6 18:50,名古屋,國泰航空,已到Arrived,2025/5/6 18:57
2025/5/6 18:50,青森,長榮航空,已到Arrived,2025/5/6 18:56
2025/5/6 18:50,新加坡,星宇航空,已到Arrived,2025/5/6 18:52
2025/5/6 18:55,仙台,長榮航空,已到Arrived,2025/5/6 19:09
2025/5/6 18:55,雅加達,星宇航空,已到Arrived,2025/5/6 18:50
2025/5/6 19:00,香港,長榮航空,已到Arrived,2025/5/6 18:47
2025/5/6 19:00,東京,星宇航空,已到Arrived,2025/5/6 19:17
2025/5/6 19:05,馬尼拉,中華航空,已到Arrived,2025/5/6 19:11
2025/5/6 19:10,福島,臺灣虎航,已到Arrived,2025/5/6 18:50
2025/5/6 19:15,札幌,長榮航空,已到Arrived,2025/5/6 19:27
2025/5/6 19:15,澳門,澳門航空,已到Arrived,2025/5/6 19:06
2025/5/6 19:15,香港,香港航空,已到Arrived,2025/5/6 19:02
2025/5/6 19:25,香港,中華航空,已到Arrived,2025/5/6 19:00
2025/5/6 19:35,吉隆坡,中華航空,已到Arrived,2025/5/6 19:40
2025/5/6 19:35,札幌,星宇航空,已到Arrived,2025/5/6 21:07
2025/5/6 19:40,廣州,中華航空,已到Arrived,2025/5/6 20:47
2025/5/6 19:40,東京,樂桃航空,已到Arrived,2025/5/6 19:55
2025/5/6 19:50,新加坡,長榮航空,已到Arrived,2025/5/6 19:31
2025/5/6 19:55,熊本,中華航空,已到Arrived,2025/5/6 19:45
2025/5/6 19:55,檳城,中華航空,已到Arrived,2025/5/6 19:53
2025/5/6 19:55,西雅圖,達美航空,已到Arrived,2025/5/6 19:50
2025/5/6 20:05,香港,國泰航空,已到Arrived,2025/5/6 20:05
2025/5/6 20:10,胡志明市,長榮航空,已到Arrived,2025/5/6 20:06
2025/5/6 20:10,曼谷,泰越捷,已到Arrived,2025/5/6 19:47
2025/5/6 20:10,仙台,星宇航空,已到Arrived,2025/5/6 20:01
2025/5/6 20:20,東京,泰國獅子航空,已到Arrived,2025/5/6 20:28
2025/5/6 20:20,香港,大灣區航空,已到Arrived,2025/5/6 21:04
2025/5/6 20:25,吉隆坡,長榮航空,已到Arrived,2025/5/6 20:18
2025/5/6 20:30,大阪/關西,長榮航空,已到Arrived,2025/5/6 20:26
2025/5/6 20:30,琉球(沖繩),長榮航空,已到Arrived,2025/5/6 20:25
2025/5/6 20:30,香港,香港快運航空,已到Arrived,2025/5/6 20:19
2025/5/6 20:35,福岡,中華航空,已到Arrived,2025/5/6 20:34
2025/5/6 20:40,東京,中華航空,已到Arrived,2025/5/6 21:04
2025/5/6 20:45,福岡,長榮航空,已到Arrived,2025/5/6 21:06
2025/5/6 20:45,東京,日本航空,已到Arrived,2025/5/6 21:30
2025/5/6 20:45,香港,香港航空,已到Arrived,2025/5/6 20:56
2025/5/6 20:55,高松,中華航空,已到Arrived,2025/5/6 21:24
2025/5/6 20:55,雅加達,長榮航空,已到Arrived,2025/5/6 20:50
2025/5/6 21:00,大阪/關西,中華航空,已到Arrived,2025/5/6 21:43
2025/5/6 21:05,峇里島,中華航空,已到Arrived,2025/5/6 20:44
2025/5/6 21:05,胡志明市,越南航空,已到Arrived,2025/5/6 21:14
2025/5/6 21:10,雅加達,中華航空,已到Arrived,2025/5/6 21:08
2025/5/6 21:10,河內,越南航空,已到Arrived,2025/5/6 20:53
2025/5/6 21:20,香港,國泰航空,已到Arrived,2025/5/6 21:28
2025/5/6 21:25,釜山,中華航空,已到Arrived,2025/5/6 21:13
2025/5/6 21:25,峴港,中華航空,已到Arrived,2025/5/6 21:01
2025/5/6 21:25,仁川,長榮航空,已到Arrived,2025/5/6 21:29
2025/5/6 21:25,馬尼拉,長榮航空,已到Arrived,2025/5/6 21:32
2025/5/6 21:30,琉球(沖繩),中華航空,已到Arrived,2025/5/6 21:31
2025/5/6 21:30,倫敦(曼谷),長榮航空,已到Arrived,2025/5/6 21:18
2025/5/6 21:30,香港,長榮航空,已到Arrived,2025/5/6 22:10
2025/5/6 21:35,深圳,立榮航空,已到Arrived,2025/5/7 0:24
2025/5/6 21:40,河內,中華航空,已到Arrived,2025/5/6 21:40
2025/5/6 21:45,大阪/關西,臺灣虎航,已到Arrived,2025/5/6 22:21
2025/5/6 21:50,上海/浦東,中華航空,已到Arrived,2025/5/6 21:36
2025/5/6 21:55,河內,長榮航空,已到Arrived,2025/5/6 21:43
2025/5/6 21:55,仙台,臺灣虎航,已到Arrived,2025/5/6 22:06
2025/5/6 21:55,名古屋,星宇航空,已到Arrived,2025/5/6 22:39
2025/5/6 22:00,峇里島,長榮航空,已到Arrived,2025/5/6 22:19
2025/5/6 22:00,上海/浦東,長榮航空,已到Arrived,2025/5/6 21:55
2025/5/6 22:05,香港,中華航空,已到Arrived,2025/5/6 22:01
2025/5/6 22:05,澳門,長榮航空,已到Arrived,2025/5/6 21:50
2025/5/6 22:10,胡志明市,中華航空,已到Arrived,2025/5/6 21:48
2025/5/6 22:10,曼谷,泰國國際航空,已到Arrived,2025/5/6 22:17
2025/5/6 22:10,琉球(沖繩),臺灣虎航,已到Arrived,2025/5/6 22:03
2025/5/6 22:10,清邁,星宇航空,已到Arrived,2025/5/6 21:53
2025/5/6 22:20,仁川,中華航空,已到Arrived,2025/5/6 22:30
2025/5/6 22:20,曼谷,中華航空,已到Arrived,2025/5/6 22:08
2025/5/6 22:20,香港,星宇航空,已到Arrived,2025/5/6 22:34
2025/5/6 22:25,福岡,中華航空,已到Arrived,2025/5/6 22:47
2025/5/6 22:25,峴港,臺灣虎航,已到Arrived,2025/5/6 22:12
2025/5/6 22:30,馬尼拉,荷蘭皇家航空,已到Arrived,2025/5/6 22:12
2025/5/6 22:30,札幌,酷航,已到Arrived,2025/5/6 22:45
2025/5/6 22:30,釜山,臺灣虎航,已到Arrived,2025/5/6 22:32
2025/5/6 22:35,峴港,星宇航空,已到Arrived,2025/5/6 22:32
2025/5/6 22:40,澳門,星宇航空,已到Arrived,2025/5/6 22:24
2025/5/6 22:40,曼谷,星宇航空,已到Arrived,2025/5/6 22:42
2025/5/6 22:45,東京,中華航空,已到Arrived,2025/5/6 22:56
2025/5/6 22:55,香港,長榮航空,已到Arrived,2025/5/6 23:04
2025/5/6 22:55,胡志明市,星宇航空,已到Arrived,2025/5/6 22:42
2025/5/6 22:55,宿霧,星宇航空,已到Arrived,2025/5/6 22:49
2025/5/6 23:00,大阪/關西,全亞洲航空,已到Arrived,2025/5/6 23:12
2025/5/6 23:10,香港,中華航空,已到Arrived,2025/5/6 22:54
2025/5/6 23:20,東京,長榮航空,已到Arrived,2025/5/6 23:05
2025/5/6 23:20,東京,星宇航空,已到Arrived,2025/5/6 23:24
2025/5/6 23:30,香港,長榮航空,已到Arrived,2025/5/6 23:29
2025/5/6 23:30,東京,臺灣虎航,已到Arrived,2025/5/6 23:30
2025/5/6 23:30,釜山,濟州航空,已到Arrived,2025/5/6 23:26
2025/5/6 23:35,北京,中華航空,已到Arrived,2025/5/6 23:08
2025/5/6 23:50,濟州,易斯達航空,已到Arrived,2025/5/6 23:33
2025/5/7 0:05,仁川,酷航,已到Arrived,2025/5/6 23:53
2025/5/7 0:05,大邱,真航空,已到Arrived,2025/5/7 0:12
2025/5/7 0:10,釜山,真航空,已到Arrived,2025/5/6 23:18
2025/5/7 0:15,大邱,德威航空,已到Arrived,2025/5/6 23:40
2025/5/7 0:20,東京,酷航,已到Arrived,2025/5/7 0:04
2025/5/7 0:20,普吉,臺灣虎航,已到Arrived,2025/5/7 0:27
2025/5/7 0:20,釜山,易斯達航空,已到Arrived,2025/5/6 23:09
2025/5/7 0:20,釜山,易斯達航空,已到Arrived,2025/5/6 23:47
2025/5/7 0:35,香港,國泰航空,已到Arrived,2025/5/7 1:58
2025/5/7 0:55,名古屋,樂桃航空,已到Arrived,2025/5/7 0:48
2025/5/7 1:00,馬尼拉,宿霧太平洋航空,已到Arrived,2025/5/7 0:38
2025/5/7 1:00,東京,樂桃航空,已到Arrived,2025/5/7 1:03
2025/5/7 1:10,清州,易斯達航空,已到Arrived,2025/5/7 1:00
2025/5/7 1:30,馬尼拉,菲律賓亞洲航空,已到Arrived,2025/5/7 0:45
2025/5/7 1:30,大阪/關西,捷星日本航空,已到Arrived,2025/5/7 1:30
2025/5/7 1:30,富國島,星宇航空,已到Arrived,2025/5/7 1:18
2025/5/7 1:40,東京,捷星日本航空,已到Arrived,2025/5/7 2:01
2025/5/7 2:15,仁川,臺灣虎航,已到Arrived,2025/5/7 1:41
2025/5/7 4:05,舊金山,聯合航空,已到Arrived,2025/5/7 3:41
2025/5/7 4:55,西雅圖,中華航空,已到Arrived,2025/5/7 4:56
2025/5/7 4:55,西雅圖,星宇航空,已到Arrived,2025/5/7 4:58
2025/5/7 5:00,洛杉磯,中華航空,已到Arrived,2025/5/7 5:04
2025/5/7 5:00,芝加哥,長榮航空,已到Arrived,2025/5/7 5:31
2025/5/7 5:10,洛杉磯,長榮航空,已到Arrived,2025/5/7 5:28
2025/5/7 5:10,西雅圖,長榮航空,已到Arrived,2025/5/7 5:44
2025/5/7 5:15,紐約,長榮航空,已到Arrived,2025/5/7 7:00
2025/5/7 5:20,安大略,中華航空,已到Arrived,2025/5/7 5:28
2025/5/7 5:20,舊金山,長榮航空,已到Arrived,2025/5/7 5:15
2025/5/7 5:25,溫哥華,長榮航空,已到Arrived,2025/5/7 5:51
2025/5/7 5:25,多倫多,長榮航空,已到Arrived,2025/5/7 6:17
2025/5/7 5:25,舊金山,星宇航空,已到Arrived,2025/5/7 5:12
2025/5/7 5:30,溫哥華,中華航空,已到Arrived,2025/5/7 6:00
2025/5/7 5:30,墨爾本,中華航空,已到Arrived,2025/5/7 4:38
2025/5/7 5:30,維也納,中華航空,已到Arrived,2025/5/7 5:17
2025/5/7 5:40,舊金山,長榮航空,已到Arrived,2025/5/7 6:08
2025/5/7 5:40,洛杉磯,星宇航空,已到Arrived,2025/5/7 6:03
2025/5/7 5:45,奧克蘭(布里斯本),中華航空,已到Arrived,2025/5/7 5:17
2025/5/7 5:45,洛杉磯,長榮航空,已到Arrived,2025/5/7 5:58
2025/5/7 5:45,新加坡,酷航,已到Arrived,2025/5/7 5:22
2025/5/7 5:50,舊金山,中華航空,已到Arrived,2025/5/7 5:42
2025/5/7 5:55,米蘭,長榮航空,已到Arrived,2025/5/7 5:36
2025/5/7 6:05,休士頓,長榮航空,已到Arrived,2025/5/7 7:30
2025/5/7 6:10,法蘭克福,中華航空,已到Arrived,2025/5/7 6:04
2025/5/7 6:15,胡志明市,長榮航空,已到Arrived,2025/5/7 6:23
2025/5/7 6:20,曼谷,長榮航空,已到Arrived,2025/5/7 6:17
2025/5/7 6:35,慕尼黑,長榮航空,已到Arrived,2025/5/7 5:47
2025/5/7 6:45,巴黎,長榮航空,已到Arrived,2025/5/7 6:34
2025/5/7 6:50,曼谷,泰越捷,已到Arrived,2025/5/7 6:13
2025/5/7 6:55,新加坡,中華航空,已到Arrived,2025/5/7 6:51
2025/5/7 7:25,曼谷,中華航空,已到Arrived,2025/5/7 7:20
2025/5/7 7:55,伊斯坦堡,土耳其航空,已到Arrived,2025/5/7 10:33
2025/5/7 7:55,曼谷/廊曼,泰國獅子航空,已到Arrived,2025/5/7 7:37
2025/5/7 8:00,羽田,臺灣虎航,已到Arrived,2025/5/7 8:00
2025/5/7 8:05,雅加達,中華航空,已到Arrived,2025/5/7 7:49
2025/5/7 8:05,馬尼拉,長榮航空,已到Arrived,2025/5/7 8:13
2025/5/7 8:35,羽田,樂桃航空,已到Arrived,2025/5/7 8:32
2025/5/7 8:45,馬尼拉,菲律賓航空,已到Arrived,2025/5/7 8:42
2025/5/7 8:45,琉球(沖繩),樂桃航空,已到Arrived,2025/5/7 8:28
2025/5/7 8:55,澳門,澳門航空,已到Arrived,2025/5/7 8:30
2025/5/7 9:15,亞庇,亞洲航空,已到Arrived,2025/5/7 9:11
2025/5/7 9:15,馬尼拉,宿霧太平洋航空,已到Arrived,2025/5/7 9:09
2025/5/7 9:25,關島,聯合航空,已到Arrived,2025/5/7 9:00
2025/5/7 9:25,仁川,真航空,已到Arrived,2025/5/7 9:33
2025/5/7 9:30,仁川,易斯達航空,已到Arrived,2025/5/7 9:28
2025/5/7 9:50,香港,大灣區航空,已到Arrived,2025/5/7 9:26
2025/5/7 9:55,香港,國泰航空,已到Arrived,2025/5/7 9:36
2025/5/7 9:55,大阪/關西,樂桃航空,已到Arrived,2025/5/7 9:59
2025/5/7 10:00,香港,中華航空,已到Arrived,2025/5/7 9:31
2025/5/7 10:00,馬尼拉,菲律賓亞洲航空,已到Arrived,2025/5/7 9:55
2025/5/7 10:05,香港,國泰航空,已到Arrived,2025/5/7 9:51
2025/5/7 10:10,廈門,廈門航空,已到Arrived,2025/5/7 10:08
2025/5/7 10:20,寧波,中國東方航空,已到Arrived,2025/5/7 10:02
2025/5/7 10:25,福州,廈門航空,已到Arrived,2025/5/7 10:10
2025/5/7 10:30,釜山,大韓航空,已到Arrived,2025/5/7 10:20
2025/5/7 10:35,香港,國泰航空,已到Arrived,2025/5/7 10:05
2025/5/7 10:40,琉球(沖繩),臺灣虎航,已到Arrived,2025/5/7 10:29
2025/5/7 10:50,鄭州,中國南方航空,已到Arrived,2025/5/7 10:37
2025/5/7 10:50,仁川,濟州航空,已到Arrived,2025/5/7 11:08
2025/5/7 10:55,琉球(沖繩),長榮航空,已到Arrived,2025/5/7 10:49
2025/5/7 11:10,河內,越捷航空,已到Arrived,2025/5/7 11:05
2025/5/7 11:10,曼谷/廊曼,泰國獅子航空,已到Arrived,2025/5/7 10:59
2025/5/7 11:15,深圳,中國南方航空,已到Arrived,2025/5/7 14:02
2025/5/7 11:15,香港,香港航空,已到Arrived,2025/5/7 10:56
2025/5/7 11:20,杭州,中國國際航空,已到Arrived,2025/5/7 11:20
2025/5/7 11:25,北京,海南航空,已到Arrived,2025/5/7 11:07
2025/5/7 11:30,東京,日本航空,已到Arrived,2025/5/7 11:29
2025/5/7 11:35,濟州,臺灣虎航,已到Arrived,2025/5/7 11:28
2025/5/7 11:40,北京,中國國際航空,已到Arrived,2025/5/7 11:38
2025/5/7 11:45,釜山,中華航空,已到Arrived,2025/5/7 11:35
2025/5/7 11:50,香港,國泰航空,已到Arrived,2025/5/7 11:44
2025/5/7 11:50,仁川,韓亞航空,已到Arrived,2025/5/7 11:48
2025/5/7 11:55,香港,長榮航空,已到Arrived,2025/5/7 12:44
2025/5/7 12:00,名古屋,中華航空,已到Arrived,2025/5/7 12:18
2025/5/7 12:05,香港,中華航空,已到Arrived,2025/5/7 12:06
2025/5/7 12:05,克拉克,星宇航空,已到Arrived,2025/5/7 11:47
2025/5/7 12:10,仁川,大韓航空,已到Arrived,2025/5/7 12:04
2025/5/7 12:10,香港,國泰航空,已到Arrived,2025/5/7 11:56
2025/5/7 12:10,東京,捷星日本航空,已到Arrived,2025/5/7 13:22
2025/5/7 12:20,曼谷/廊曼,泰國亞洲航空,已到Arrived,2025/5/7 12:13
2025/5/7 12:20,吉隆坡,馬來西亞峇迪航空,已到Arrived,2025/5/7 12:25
2025/5/7 12:20,清州,可依航空,已到Arrived,2025/5/7 12:08
2025/5/7 12:25,琉球(沖繩),中華航空,已到Arrived,2025/5/7 13:41
2025/5/7 12:25,福岡,臺灣虎航,已到Arrived,2025/5/7 13:09
2025/5/7 12:30,福岡,中華航空,已到Arrived,2025/5/7 14:24
2025/5/7 12:35,釜山,釜山航空,已到Arrived,2025/5/7 12:28
2025/5/7 12:45,名古屋,日本航空,已到Arrived,2025/5/7 13:08
2025/5/7 12:45,香港,香港快運航空,已到Arrived,2025/5/7 12:34
2025/5/7 12:50,馬尼拉,中華航空,已到Arrived,2025/5/7 12:52
2025/5/7 12:50,釜山,濟州航空,已到Arrived,2025/5/7 12:15
2025/5/7 12:50,澳門,星宇航空,已到Arrived,2025/5/7 12:30
2025/5/7 12:55,香港,中華航空,已到Arrived,2025/5/7 13:26
2025/5/7 12:55,曼谷,泰越捷,已到Arrived,2025/5/7 13:17
2025/5/7 13:00,香港,長榮航空,已到Arrived,2025/5/7 13:04
2025/5/7 13:00,富國島,越捷航空,已到Arrived,2025/5/7 12:41
2025/5/7 13:05,曼谷,泰國國際航空,已到Arrived,2025/5/7 13:44
2025/5/7 13:05,大阪/關西,長榮航空,已到Arrived,2025/5/7 13:31
2025/5/7 13:10,廣島,中華航空,已到Arrived,2025/5/7 13:46
2025/5/7 13:10,新加坡,新加坡航空,已到Arrived,2025/5/7 12:48
2025/5/7 13:10,大阪/關西,臺灣虎航,已到Arrived,2025/5/7 13:27
